artist;name
https://data.rkd.nl/artists/112596;Collaert, Guillaume
https://data.rkd.nl/artists/112599;Duvivier, Albert Ludovic Paul Emile Antony
https://data.rkd.nl/artists/11261;Bott, Francis
https://data.rkd.nl/artists/1127;Yusuf, Ali
https://data.rkd.nl/artists/112703;Belli, Enrico
https://data.rkd.nl/artists/112811;Boer-Wielink, Aly de
https://data.rkd.nl/artists/112859;Bolhuis, Piet
https://data.rkd.nl/artists/11286;Botticelli, Sandro
https://data.rkd.nl/artists/11288;Botticini, Francesco
https://data.rkd.nl/artists/112928;Hooghe, Cornelis de
https://data.rkd.nl/artists/112970;Lehman, Gottfried Arnold
https://data.rkd.nl/artists/11298;Bottrigari, Hercole
https://data.rkd.nl/artists/112985;Feuchère, Léon
https://data.rkd.nl/artists/113024;Brouwer, Pieter
https://data.rkd.nl/artists/113058;Overraat, Peter
https://data.rkd.nl/artists/11306;Bouchard, Pierre François
https://data.rkd.nl/artists/11309;Bouchardon, Edmé
https://data.rkd.nl/artists/113148;Bakhuysen, Liesbeth
https://data.rkd.nl/artists/113152;Stam-de Jonge, Desiree
https://data.rkd.nl/artists/11317;Bouché, Louis-Alexandre
https://data.rkd.nl/artists/113226;Garnier, Antoine (1869-1948)
https://data.rkd.nl/artists/113234;Scheer, Annette
https://data.rkd.nl/artists/113251;Kroon, Ondine de
https://data.rkd.nl/artists/113257;Gooyer, Dineke
https://data.rkd.nl/artists/11326;Boucher, François (le jeune)
https://data.rkd.nl/artists/113282;Vaassen, Mat
https://data.rkd.nl/artists/113294;Gautier, Marie
https://data.rkd.nl/artists/11343;Bouchon
https://data.rkd.nl/artists/113434;Barelds, Hannie
https://data.rkd.nl/artists/113472;Giraud, Victor Julien
https://data.rkd.nl/artists/113659;Gsell, Laurent
https://data.rkd.nl/artists/113747;Hébert, Ernest
https://data.rkd.nl/artists/113756;Horjus, René
https://data.rkd.nl/artists/113769;Gaar, Leonne van de
https://data.rkd.nl/artists/113879;Bouvrie, Henry
https://data.rkd.nl/artists/113890;Sterren, Gé-Karel van der
https://data.rkd.nl/artists/113919;Majoor-Rijerse, Greetje
https://data.rkd.nl/artists/113951;Bramard, Georges de
https://data.rkd.nl/artists/114;Abbati, Giuseppe
https://data.rkd.nl/artists/114052;Berghs, Antoine
https://data.rkd.nl/artists/114195;Langlois, Polyclès
https://data.rkd.nl/artists/114240;Kraaijvanger, H.M.
https://data.rkd.nl/artists/11426;Boullogne, Louis de (I)
https://data.rkd.nl/artists/114272;Willemsen, Jack
https://data.rkd.nl/artists/11433;Boult, Francis Cecil
https://data.rkd.nl/artists/11437;Bouma, Chris
https://data.rkd.nl/artists/114424;Douverman, Hendrick
https://data.rkd.nl/artists/114466;Lüthi, Urs
https://data.rkd.nl/artists/114554;Meit, Conrad
